Symbol,Name,Market Cap,Country,IPO Year,Volume,Sector,Industry
CX,Cemex S.A.B. de C.V. Sponsored ADR,12357670685,Mexico,,3831988,Industrials,Building Materials
CXAI,CXApp Inc. Class A Common Stock,64526065,United States,2021,1747378,Technology,EDP Services
CXAIW,CXApp Inc. Warrant,5644124,United States,2021,240484,Technology,EDP Services
CXDO,Crexendo Inc. Common Stock,115650489,United States,,198330,Telecommunications,Telecommunications Equipment
CXE,MFS High Income Municipal Trust Common Stock,110182577,United States,1989,50376,Finance,Investment Managers
CXH,MFS Investment Grade Municipal Trust Common Stock,67233608,United States,1989,13329,Finance,Investment Managers
CXM,Sprinklr Inc. Class A Common Stock,3100811215,United States,2021,2023277,Technology,Computer Software: Prepackaged Software
CXT,Crane NXT Co. Common Stock,3474923455,United States,,425448,Industrials,Metal Fabrications
CXW,CoreCivic Inc. Common Stock,1711642740,United States,,328423,Real Estate,Real Estate Investment Trusts
CYBN,Cybin Inc. Common Shares,95137464,Canada,,2824097,Health Care,Pharmaceuticals and Biotechnology
CYBR,CyberArk Software Ltd. Ordinary Shares,10138745320,Israel,2014,668944,Technology,Computer Software: Prepackaged Software
CYCC,Cyclacel Pharmaceuticals Inc. Common Stock,2069663,United States,,38766,Health Care,Biotechnology: Pharmaceutical Preparations
CYCCP,Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,23333149,United States,,250,Health Care,Biotechnology: Pharmaceutical Preparations
CYCN,Cyclerion Therapeutics Inc. Common Stock,8997519,United States,,2358,Health Care,Biotechnology: Pharmaceutical Preparations
CYD,China Yuchai International Limited Common Stock,337080893,Singapore,1994,9776,Industrials,Industrial Machinery/Components
CYH,Community Health Systems Inc. Common Stock,410211498,United States,2000,1806838,Health Care,Hospital/Nursing Management
CYN,Cyngn Inc. Common Stock,9323131,United States,2021,5282115,Technology,EDP Services
CYRX,CryoPort Inc. Common Stock,833596642,United States,,478732,Health Care,Biotechnology: Pharmaceutical Preparations
CYTH,Cyclo Therapeutics Inc. Common Stock,35607518,United States,,21914,Health Care,Biotechnology: Pharmaceutical Preparations
CYTHW,Cyclo Therapeutics Inc. Warrant,8327565,United States,,420,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CYTK,Cytokinetics Incorporated Common Stock,7004320280,United States,2004,1516943,Health Care,Biotechnology: Pharmaceutical Preparations
CYTO,Altamira Therapeutics Ltd. Common Shares,2453123,Bermuda,2014,120597,Health Care,Biotechnology: Pharmaceutical Preparations
CZFS,Citizens Financial Services Inc. Common Stock,209696583,United States,,2482,Finance,Major Banks
CZNC,Citizens & Northern Corp Common Stock,263580034,United States,,19992,Finance,Major Banks
CZOO,Cazoo Group Ltd Class A Ordinary Shares,2876476,,,328938,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
CZR,Caesars Entertainment Inc. Common Stock,8699576669,United States,,3292771,Consumer Discretionary,Hotels/Resorts
CZWI,Citizens Community Bancorp Inc. Common Stock,114921111,United States,2006,17358,Finance,Savings Institutions
D,Dominion Energy Inc. Common Stock,40130280875,United States,,4413868,Utilities,Electric Utilities: Central
DAC,Danaos Corporation Common Stock,1405525216,Greece,2006,78433,Consumer Discretionary,Marine Transportation
DADA,Dada Nexus Limited American Depositary Shares,482858733,China,2020,1056275,Technology,Computer Software: Programming Data Processing
DAIO,Data I/O Corporation Common Stock,33205376,United States,1981,16299,Industrials,Electrical Products
DAKT,Daktronics Inc. Common Stock,411546761,United States,1994,360110,Consumer Discretionary,Miscellaneous manufacturing industries
DAL,Delta Air Lines Inc. Common Stock,30103818002,United States,,12117099,Consumer Discretionary,Air Freight/Delivery Services
DALN,DallasNews Corporation Series A Common Stock,20500037,United States,,16820,Consumer Discretionary,Newspapers/Magazines
DAN,Dana Incorporated Common Stock ,1721086889,United States,,1897504,Consumer Discretionary,Auto Parts:O.E.M.
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,475469941,China,2019,82837,Real Estate,Other Consumer Services
DAR,Darling Ingredients Inc. Common Stock,6885633035,United States,1997,1526432,Consumer Staples,Packaged Foods
DARE,Dare Bioscience Inc. Common Stock,48289370,United States,2014,203551,Health Care,Biotechnology: Pharmaceutical Preparations
DASH,DoorDash Inc. Class A Common Stock,53692159642,United States,,2775701,Industrials,Industrial Machinery/Components
DATS,DatChat Inc. Common Stock,3520915,United States,2021,27530,Technology,Computer Software: Prepackaged Software
DAVA,Endava plc American Depositary Shares (each representing one Class A Ordinary Share),1767180263,United Kingdom,2018,807405,Technology,EDP Services
DAVE,Dave Inc. Class A Common Stock,428730419,United States,,60635,Technology,Retail: Computer Software & Peripheral Equipment
DAVEW,Dave Inc. Warrants,507916,United States,,7276,Technology,Retail: Computer Software & Peripheral Equipment
DAWN,Day One Biopharmaceuticals Inc. Common Stock,1210280256,United States,2021,611575,Health Care,Biotechnology: Pharmaceutical Preparations
DAY,Dayforce Inc. Common Stock,9344322000,United States,2018,1139777,Technology,Computer Software: Prepackaged Software
DB,Deutsche Bank AG Common Stock,31640400000,Germany,,3196746,Finance,Major Banks
DBD,Diebold Nixdorf Incorporated Common stock,1243457042,United States,2023,105663,Technology,EDP Services
DBGI,Digital Brands Group Inc. Common Stock,3431436,United States,2021,159856,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBGIW,Digital Brands Group Inc. Warrant,5147154,United States,2021,1,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBI,Designer Brands Inc. Class A Common Stock,482537103,United States,,1466015,Consumer Discretionary,Clothing/Shoe/Accessory Stores
DBL,DoubleLine Opportunistic Credit Fund Common Shares of Beneficial Interest,0,United States,2012,79853,,
DBRG,DigitalBridge Group Inc.,2971875819,United States,2014,1845568,Real Estate,Real Estate Investment Trusts
DBRG^H,DigitalBridge Group Inc. 7.125% Series H ,,United States,,11649,,
DBRG^I,DigitalBridge Group Inc. 7.15% Series I ,,United States,,20535,,
DBRG^J,DigitalBridge Group Inc. 7.125% Series J ,,United States,,20246,,
DBVT,DBV Technologies S.A. American Depositary Shares,134040160,France,2014,26064,Health Care,Biotechnology: Pharmaceutical Preparations
DBX,Dropbox Inc. Class A Common Stock,7884116901,United States,2018,3213124,Technology,Computer Software: Prepackaged Software
DC,Dakota Gold Corp. Common Stock,233292486,United States,2022,210361,Basic Materials,Precious Metals
DCBO,Docebo Inc. Common Shares,1372726389,Canada,,57711,Technology,Computer Software: Prepackaged Software
DCF,BNY Mellon Alcentra Global Credit Income 2024 Target Term Fund Inc. Common Stock,0,,2017,37169,Finance,Finance/Investors Services
DCFC,Tritium DCFC Limited Ordinary Shares,3245633,Australia,,32675,Technology,Electronic Components
DCFCW,Tritium DCFC Limited Warrant,16904,Australia,,3057,Technology,Electronic Components
DCGO,DocGo Inc. Common Stock,338556949,United States,2020,1070478,Health Care,Managed Health Care
DCI,Donaldson Company Inc. Common Stock,8720743251,United States,,302598,Industrials,Pollution Control Equipment
DCO,Ducommun Incorporated Common Stock,810827109,United States,,69067,Industrials,Military/Government/Technical
DCOM,Dime Community Bancshares Inc. Common Stock,712475101,United States,,277478,Finance,Major Banks
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,658427944,United States,,6729,Finance,Major Banks
DCPH,Deciphera Pharmaceuticals Inc. Common Stock,1203920924,United States,2017,575344,Health Care,Biotechnology: Pharmaceutical Preparations
DCTH,Delcath Systems Inc. Common Stock,119620310,United States,,182196,Health Care,Medical/Dental Instruments
DD,DuPont de Nemours Inc. Common Stock,30667285532,United States,2017,1813642,Industrials,Major Chemicals
DDC,DDC Enterprise Limited Class A Ordinary Shares,26497680,,2023,16529,Basic Materials,Metal Mining
DDD,3D Systems Corporation Common Stock,471022193,United States,,3429935,Technology,Computer peripheral equipment
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,485623712,South Korea,2021,12708,Technology,EDP Services
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),271426708,Cayman Islands,2021,143246,Consumer Discretionary,Catalog/Specialty Distribution
DDOG,Datadog Inc. Class A Common Stock,41756400143,United States,2019,3845107,Technology,Computer Software: Prepackaged Software
DDS,Dillard's Inc. Common Stock,6526276665,United States,,97749,Consumer Discretionary,Department/Specialty Retail Stores
DDT,Dillard's Capital Trust I,414191591,United States,,20368,Consumer Discretionary,Department/Specialty Retail Stores
DE,Deere & Company Common Stock,1.09617E+11,United States,,1352763,Industrials,Industrial Machinery/Components
DEA,Easterly Government Properties Inc. Common Stock,1154561039,United States,2015,756548,Real Estate,Real Estate Investment Trusts
DEC,Diversified Energy Company plc Ordinary Shares,648459912,,,372351,,
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,0,United States,2022,64858,Finance,Blank Checks
DECAW,Denali Capital Acquisition Corp. Warrant,0,United States,2022,800,Finance,Blank Checks
DECK,Deckers Outdoor Corporation Common Stock,20929353224,United States,1993,481033,Consumer Discretionary,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,2163860326,United States,2006,1582239,Real Estate,Real Estate Investment Trusts
DELL,Dell Technologies Inc. Class C Common Stock ,84091639366,United States,2018,6755270,Technology,Computer Manufacturing
DENN,Denny's Corporation Common Stock,433705868,United States,,860495,Consumer Discretionary,Restaurants
DEO,Diageo plc Common Stock,76729042095,United Kingdom,,1503376,Consumer Staples,Beverages (Production/Distribution)
DERM,Journey Medical Corporation Common Stock,80127886,United States,2021,135914,Health Care,Biotechnology: Pharmaceutical Preparations
DESP,Despegar.com Corp. Ordinary Shares,767617200,Argentina,2017,758372,Consumer Discretionary,Transportation Services
DFH,Dream Finders Homes Inc. Class A Common Stock,3389298141,United States,2022,567061,Consumer Discretionary,Homebuilding
DFIN,Donnelley Financial Solutions Inc. Common Stock ,1778868421,United States,2016,114988,Consumer Discretionary,Other Consumer Services
DFLI,Dragonfly Energy Holdings Corp. Common Stock (NV),26797865,United States,2021,4550004,Technology,Electronic Components
DFLIW,Dragonfly Energy Holdings Corp. Warrant,1518546,United States,2021,7458,Technology,Electronic Components
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc. Common Stock,0,,2013,68729,Finance,Investment Managers
DFS,Discover Financial Services Common Stock,30394862715,United States,,788865,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,31784242712,United States,2009,2065256,Consumer Discretionary,Department/Specialty Retail Stores
DGHI,Digihost Technology Inc. Common Subordinate Voting Shares,35489480,Canada,,58066,,
DGICA,Donegal Group Inc. Class A Common Stock,444466540,United States,,41145,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,434114577,United States,1986,1965,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,1102201005,United States,1989,144011,Technology,Computer peripheral equipment
DGLY,Digital Ally Inc. Common Stock,6189662,United States,,7665,Technology,Radio And Television Broadcasting And Communications Equipment
DGX,Quest Diagnostics Incorporated Common Stock,14241386172,United States,,698794,Health Care,Medical Specialities
DH,Definitive Healthcare Corp. Class A Common Stock,834656247,United States,2021,371405,Technology,Computer Software: Prepackaged Software
DHAC,Digital Health Acquisition Corp. Common Stock,43247592,United States,2021,7529,Health Care,Medical/Nursing Services
DHACW,Digital Health Acquisition Corp. Warrant,540955,United States,2021,1,Health Care,Medical/Nursing Services
DHAI,DIH Holdings US Inc. Class A Common Stock,14138777,United States,2024,221259,,
DHAIW,DIH Holding US Inc. Warrants,394571,United States,2024,24520,Finance,Blank Checks
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,610662642,United States,,752413,Real Estate,Real Estate Investment Trusts
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,3238435350,United States,,8261,Real Estate,Real Estate Investment Trusts
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,3464428611,United States,,14272,Real Estate,Real Estate Investment Trusts
DHF,BNY Mellon High Yield Strategies Fund Common Stock,0,United States,1998,170466,Finance,Finance Companies
DHI,D.R. Horton Inc. Common Stock,49464002228,United States,,2736381,Consumer Discretionary,Homebuilding
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,424860035,United States,,10832,Finance,Investment Managers
DHR,Danaher Corporation Common Stock,1.77277E+11,United States,,2823997,Industrials,Industrial Machinery/Components
DHT,DHT Holdings Inc.,1817684829,Jersey,2005,812059,Consumer Discretionary,Marine Transportation
DHX,DHI Group Inc. Common Stock,105191147,United States,2007,428063,Consumer Discretionary,Business Services
DHY,Credit Suisse High Yield Bond Fund Common Stock,0,United States,1998,443519,Finance,Finance/Investors Services
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,0,,2014,103968,Finance,Finance Companies
DIBS,1stdibs.com Inc. Common Stock,194754474,United States,2021,297497,Consumer Discretionary,Catalog/Specialty Distribution
DIN,Dine Brands Global Inc. Common Stock,660910107,United States,,315072,Consumer Discretionary,Restaurants
DINO,HF Sinclair Corporation Common Stock,11705607062,United States,1960,1411345,Energy,Oil & Gas Production
DIOD,Diodes Incorporated Common Stock,3118393896,United States,,336062,Technology,Semiconductors
DIS,Walt Disney Company (The) Common Stock,2.07184E+11,United States,,9629681,Consumer Discretionary,Services-Misc. Amusement & Recreation
DIST,Distoken Acquisition Corporation Ordinary Shares,0,China,2023,7,Finance,Blank Checks
DIT,AMCON Distributing Company Common Stock,110622227,United States,1999,413,Consumer Discretionary,Food Distributors
DJCO,Daily Journal Corp. (S.C.) Common Stock,465434788,United States,,12006,Consumer Discretionary,Newspapers/Magazines
